database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	MN063A	MN063B	MN063C	CS063A	CS063B	CS063C	AM063A	AM063B	AM063C	MN073A	MN073B	MN073C	CS073A	CS073B	CS073C	AM073A	AM073B	AM073C	MN083A	MN083B	MN083C	CS083A	CS083B	CS083C	AM083A	AM083B	AM083C
CHEBI:76121	C17H22N2O7	N[C@@H](Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc12)C(O)=O	InChI=1S/C17H22N2O7/c18-10(17(24)25)5-8-6-19(11-4-2-1-3-9(8)11)16-15(23)14(22)13(21)12(7-20)26-16/h1-4,6,10,12-16,20-23H,5,7,18H2,(H,24,25)/t10-,12+,13+,14-,15+,16+/m0/s1	tryptophan-N-glucoside	366.9457543				15.81713311	NEWT:29760	Vitis vinifera (Grape)										1,788,831	340,276	260,149	733,965	636,530	497,710	710,808	1,024,792	888,820	115,032	58,266	52,181	532,091	95,271	66,833	111,442	98,648	464,919	728,802	881,848	623,706	975,947	1,435,723	1,256,433	473,004	971,142	816,442
CHEBI:33992	C15H14O6	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m1/s1	catechin	289.8693585				6.271645922	NEWT:29760	Vitis vinifera (Grape)										733,943	174,430	81,152	2,655,727	1,766,837	160,144	403,627	733,520	496,649	56,565	25,528	62,684	226,379	24,407	22,532	62,754	41,780	603,457	2,479,358	3,471,813	2,007,170	1,888,924	1,802,995	2,214,797	527,917	2,659,755	1,273,438
unknown				digalloyl-bis-HHDP-glucopyranose	1087.536094				2.834866601	NEWT:29760	Vitis vinifera (Grape)										956	3,348	149	1,266	561	1,589	744	1,053		1,479	2,816	1,423	2,190	1,872	2,542	3,677	1,729	2,746	2,434	926	1,560	3,124	7,345	2,115	1,985	681	1,805
CHEBI:310357	C15H14O6	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m0/s1	epicatechin	289.806909				12.70926189	NEWT:29760	Vitis vinifera (Grape)										429,671	142,119	118,151	464,780	251,123	196,247	272,732	246,194	280,693	57,756	167,791	103,606	215,533	38,455	135,634	149,552	120,826	153,153	260,764	285,372	147,350	653,179	394,632	284,441	166,855	331,162	242,238
CHEBI:70255|CHEBI:76126|CHEBI:76131|CHEBI:76132	C22H18O10	Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1ccc(O)c(O)c1|Oc1cc(O)c2C[C@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H](Oc2c1)c1ccc(O)c(O)c1|Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H](Oc2c1)c1ccc(O)c(O)c1|Oc1cc(O)c2C[C@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1ccc(O)c(O)c1	InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2/t19-,21-/m1/s1|InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2/t19-,21-/m0/s1|InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2/t19-,21+/m1/s1|InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2/t19-,21+/m0/s1	epicatechin-3-gallate|epicatechin-3-gallate|catechin-3-gallate|catechin-3-gallate	441.9241468				17.50416388	NEWT:29760	Vitis vinifera (Grape)										153,843	140,851	102,216	208,782	153,533	129,917	112,210	57,110	129,592	46,836	133,120	82,939	116,432	33,766	32,630	61,637	61,771	103,797	272,003	219,050	165,025	151,046	116,967	152,894	89,914	134,845	173,073
CHEBI:10556|CHEBI:76137|CHEBI:76139|CHEBI:76140|CHEBI:76142|CHEBI:76143|CHEBI:76145|CHEBI:76146	C28H22O6			E-viniferin	453.6353119				35.67780472	NEWT:29760	Vitis vinifera (Grape)										4,463,272	55,866	20,240	2,733,158	40,787	57,819	43,099	20,398	90,461	47,936	115,565	138,260	93,078	173,657	169,344	317,346	251,981	27,193	80,157	90,849	22,012	41,617	64,946	103,859	39,871	46,593	37,711
CHEBI:24183	C13H16O10			monogalloyl glucose	332.0196857				3.526303105	NEWT:29760	Vitis vinifera (Grape)										1,111,393	669,994	401,579	1,408,633	660,397	691,678	545,344	506,175	577,104	114,175	60,666	64,345	714,410	86,800	84,125	59,042	51,535	924,260	1,298,667	2,019,377	1,257,902	2,730,312	2,574,773	2,012,907	882,107	2,928,945	1,625,744
CHEBI:75633|CHEBI:75632|CHEBI:75630|CHEBI:27589|CHEBI:75621|CHEBI:75619|CHEBI:75618|CHEBI:75661	C30H26O12			proanthocyanidin P2 type	577.3356215				4.71540971	NEWT:29760	Vitis vinifera (Grape)										2,518,169	812,584	671,545	3,544,041	2,207,132	2,050,034	1,043,457	1,063,497	907,949	4,660,462	4,144,631	4,163,544	2,152,745	2,352,699	4,646,401	3,498,895	3,516,413	3,358,162	4,774,830	4,989,178	3,832,482	3,478,662	3,366,686	2,990,198	3,323,459	3,727,095	2,827,226
CHEBI:75633|CHEBI:75632|CHEBI:75630|CHEBI:27589|CHEBI:75621|CHEBI:75619|CHEBI:75618|CHEBI:75661	C30H26O12			proanthocyanidin P2 type	577.1818791				7.235955917	NEWT:29760	Vitis vinifera (Grape)										150,199	365,343	50,882	788,058	1,062,225	901,024	468,807	1,088,526	785,378	960,948	839,300	713,799	902,264	1,421,830	1,782,851	1,354,322	1,520,655	923,481	1,397,428	2,429,448	766,961	1,795,363	1,702,069	2,367,997	895,743	1,808,994	459,061
CHEBI:75633|CHEBI:75632|CHEBI:75630|CHEBI:27589|CHEBI:75621|CHEBI:75619|CHEBI:75618|CHEBI:75661	C30H26O12			proanthocyanidin P2 type	577.1301346				14.2242896	NEWT:29760	Vitis vinifera (Grape)										255,605	94,530	101,629	314,645	194,195	252,515	99,357	155,417	135,614	358,654	414,899	447,199	248,510	312,578	302,371	374,706	375,917	429,027	825,831	667,609	584,065	338,356	419,443	417,324	428,978	375,283	336,471
CHEBI:75633|CHEBI:75632|CHEBI:75630|CHEBI:27589|CHEBI:75621|CHEBI:75619|CHEBI:75618|CHEBI:75661	C30H26O12			proanthocyanidin P2 type	577.1783405				8.114524506	NEWT:29760	Vitis vinifera (Grape)										179,274	370,072	105,243	310,042	581,795	285,079	247,127	476,282	248,136	213,757	262,987	294,891	328,851	531,014	489,995	783,624	837,649	282,822	408,120	685,672	258,552	748,165	326,119	1,202,951	286,268	460,274	171,073
CHEBI:75633|CHEBI:75632|CHEBI:75630|CHEBI:27589|CHEBI:75621|CHEBI:75619|CHEBI:75618|CHEBI:75661	C30H26O12			proanthocyanidin P2 type	577.1428108				9.732930323	NEWT:29760	Vitis vinifera (Grape)										331,585	4,656	12,279	370,509	7,614	17,767	5,728	7,241	2,039	11,902	21,653	22,999	72,519	34,284	47,697	16,395	29,396	17,109	9,920	28,005	10,777	22,195	11,506	34,365	14,274	15,603	15,389
CHEBI:75642|CHEBI:75643|CHEBI:75644	C45H38O18	O[C@H]1Cc2c(O[C@@H]1c1ccc(O)c(O)c1)cc(O)c([C@@H]1[C@@H](O)[C@H](Oc3c([C@@H]4[C@@H](O)[C@H](Oc5cc(O)cc(O)c45)c4ccc(O)c(O)c4)c(O)cc(O)c13)c1ccc(O)c(O)c1)c2O|O[C@@H]1Cc2c(O)cc(O)c([C@@H]3[C@@H](O)[C@H](Oc4c([C@@H]5[C@@H](O)[C@H](Oc6cc(O)cc(O)c56)c5ccc(O)c(O)c5)c(O)cc(O)c34)c3ccc(O)c(O)c3)c2O[C@@H]1c1ccc(O)c(O)c1|O[C@H]1Cc2c(O)cc(O)c([C@H]3[C@H](O)[C@H](Oc4c([C@H]5[C@H](O)[C@H](Oc6cc(O)cc(O)c56)c5ccc(O)c(O)c5)c(O)cc(O)c34)c3ccc(O)c(O)c3)c2O[C@@H]1c1ccc(O)c(O)c1	InChI=1S/C45H38O18/c46-18-10-26(53)33-32(11-18)62-43(16-2-5-21(48)24(51)8-16)40(59)37(33)35-27(54)13-28(55)36-38(41(60)44(63-45(35)36)17-3-6-22(49)25(52)9-17)34-29(56)14-31-19(39(34)58)12-30(57)42(61-31)15-1-4-20(47)23(50)7-15/h1-11,13-14,30,37-38,40-44,46-60H,12H2/t30-,37+,38-,40+,41+,42+,43+,44+/m0/s1|InChI=1S/C45H38O18/c46-18-10-27(54)33-32(11-18)61-42(16-2-5-21(48)25(52)8-16)39(59)37(33)35-29(56)14-30(57)36-38(40(60)43(63-45(35)36)17-3-6-22(49)26(53)9-17)34-28(55)13-23(50)19-12-31(58)41(62-44(19)34)15-1-4-20(47)24(51)7-15/h1-11,13-14,31,37-43,46-60H,12H2/t31-,37-,38+,39-,40-,41-,42-,43-/m1/s1|InChI=1S/C45H38O18/c46-18-10-27(54)33-32(11-18)61-42(16-2-5-21(48)25(52)8-16)39(59)37(33)35-29(56)14-30(57)36-38(40(60)43(63-45(35)36)17-3-6-22(49)26(53)9-17)34-28(55)13-23(50)19-12-31(58)41(62-44(19)34)15-1-4-20(47)24(51)7-15/h1-11,13-14,31,37-43,46-60H,12H2/t31-,37-,38+,39-,40-,41+,42+,43+/m0/s1	proanthocyanidin P3 type (trImer)	865.141982				13.48908195	NEWT:29760	Vitis vinifera (Grape)										105,237	10,349	31,554	163,168	112,300	79,718	135,910	95,098	129,399	21,398	9,062	34,704	75,906	11,273	16,046	8,950	8,546	71,197	235,149	191,773	153,663	108,359	111,490	71,887	87,302	86,959	113,262
CHEBI:75642|CHEBI:75643|CHEBI:75644	C45H38O18	O[C@H]1Cc2c(O[C@@H]1c1ccc(O)c(O)c1)cc(O)c([C@@H]1[C@@H](O)[C@H](Oc3c([C@@H]4[C@@H](O)[C@H](Oc5cc(O)cc(O)c45)c4ccc(O)c(O)c4)c(O)cc(O)c13)c1ccc(O)c(O)c1)c2O|O[C@@H]1Cc2c(O)cc(O)c([C@@H]3[C@@H](O)[C@H](Oc4c([C@@H]5[C@@H](O)[C@H](Oc6cc(O)cc(O)c56)c5ccc(O)c(O)c5)c(O)cc(O)c34)c3ccc(O)c(O)c3)c2O[C@@H]1c1ccc(O)c(O)c1|O[C@H]1Cc2c(O)cc(O)c([C@H]3[C@H](O)[C@H](Oc4c([C@H]5[C@H](O)[C@H](Oc6cc(O)cc(O)c56)c5ccc(O)c(O)c5)c(O)cc(O)c34)c3ccc(O)c(O)c3)c2O[C@@H]1c1ccc(O)c(O)c1	InChI=1S/C45H38O18/c46-18-10-26(53)33-32(11-18)62-43(16-2-5-21(48)24(51)8-16)40(59)37(33)35-27(54)13-28(55)36-38(41(60)44(63-45(35)36)17-3-6-22(49)25(52)9-17)34-29(56)14-31-19(39(34)58)12-30(57)42(61-31)15-1-4-20(47)23(50)7-15/h1-11,13-14,30,37-38,40-44,46-60H,12H2/t30-,37+,38-,40+,41+,42+,43+,44+/m0/s1|InChI=1S/C45H38O18/c46-18-10-27(54)33-32(11-18)61-42(16-2-5-21(48)25(52)8-16)39(59)37(33)35-29(56)14-30(57)36-38(40(60)43(63-45(35)36)17-3-6-22(49)26(53)9-17)34-28(55)13-23(50)19-12-31(58)41(62-44(19)34)15-1-4-20(47)24(51)7-15/h1-11,13-14,31,37-43,46-60H,12H2/t31-,37-,38+,39-,40-,41-,42-,43-/m1/s1|InChI=1S/C45H38O18/c46-18-10-27(54)33-32(11-18)61-42(16-2-5-21(48)25(52)8-16)39(59)37(33)35-29(56)14-30(57)36-38(40(60)43(63-45(35)36)17-3-6-22(49)26(53)9-17)34-28(55)13-23(50)19-12-31(58)41(62-44(19)34)15-1-4-20(47)24(51)7-15/h1-11,13-14,31,37-43,46-60H,12H2/t31-,37-,38+,39-,40-,41+,42+,43+/m0/s1	proanthocyanidin P3 type (trImer)	865.1312744				4.64877158	NEWT:29760	Vitis vinifera (Grape)										289,408	180,995	142,652	113,147	118,663	162,100	138,959	133,467	74,495	96,710	24,468	24,866	201,968	67,797	68,559	24,688	32,457	74,275	66,438	78,516	95,610	120,593	119,957	102,431	108,802	55,616	84,772
CHEBI:75647|CHEBI:75651|CHEBI:75652|CHEBI:75653|CHEBI:75655|CHEBI:75656|CHEBI:75660|CHEBI:75662|CHEBI:75663	C37H30O16			procyanidin P2G1 type	729.093774				13.22262534	NEWT:29760	Vitis vinifera (Grape)										88,697	85,691	96,906	135,718	101,321	63,140	97,418	155,544	131,544	80,046	142,489	121,351	45,307	130,560	150,640	118,362	111,146	114,684	102,739	143,390	104,712	149,225	165,897	125,076	115,117	88,867	150,112
CHEBI:75664|CHEBI:75666|CHEBI:75667|CHEBI:75668|CHEBI:75669|CHEBI:75670|CHEBI:75671|CHEBI:75672|CHEBI:75673|CHEBI:75674	C30H26O13			procyanidin PPg type	593.1968891				3.344684984	NEWT:29760	Vitis vinifera (Grape)										361,899	104,812	106,197	350,467	253,100	364,224	192,306	121,877	117,441	1,009,800	716,184	688,454	414,190	546,430	622,150	795,709	831,653	836,581	765,549	402,459	581,400	396,720	428,260	326,846	833,541	577,925	420,298
unknown				tetrameric procyanidin with 1 unit of epigallocatechin	1161.245937				2.732159332	NEWT:29760	Vitis vinifera (Grape)										29,879	18,243	12,182	49,554	22,547	21,087	29,541	27,865	32,102	24,129	12,904	32,432	28,863	28,020	43,884	30,801	14,856	24,559	4,715	53,262	30,477	42,563	62,341	40,324	43,909	28,042	40,717
unknown				di-hexose derivative	439.2168772				2.7135443	NEWT:29760	Vitis vinifera (Grape)										14,699,576	13,611,712	14,462,477	17,982,823	14,886,564	14,768,263	17,388,065	14,168,130	17,699,218	17,333,132	18,441,600	18,333,833	14,359,498	19,086,151	19,554,751	19,225,830	19,289,316	19,894,911	17,214,920	17,624,170	19,162,297	16,235,940	15,782,864	17,965,648	19,603,738	21,549,004	17,318,541
unknown				di-hexose derivative	515.2994126				2.3281395	NEWT:29760	Vitis vinifera (Grape)										664,337	1,934,499	2,808,942	2,057,639	2,148,510	1,654,365	2,858,813	3,337,562	3,387,721	2,387,269	2,707,549	2,741,972	1,237,604	3,314,018	2,568,191	1,295,699	1,164,130	1,014,344	2,982,950	2,662,364	2,160,055	3,012,205	2,662,353	2,040,325	940,790	555,896	1,783,521
unknown				di-hexose derivative	601.0368261				2.705219053	NEWT:29760	Vitis vinifera (Grape)										473,987	327,259	307,859	555,146	382,258	454,287	513,754	472,151	536,907	433,328	416,766	424,463	374,876	451,373	444,407	502,800	522,091	669,678	711,185	722,020	703,747	741,961	629,313	568,204	639,559	687,563	469,486
unknown				di-hexose derivative	388.8662186				2.352131494	NEWT:29760	Vitis vinifera (Grape)										207,867	262,906	286,483	534,319	869,840	638,669	292,777	551,807	373,108	350,861	247,208	393,811	627,371	567,163	478,105	990,482	855,627	331,349	986,239	646,813	928,142	340,277	393,264	382,387	399,132	141,087	259,509
unknown				di-hexose derivative	516.74425				2.339561588	NEWT:29760	Vitis vinifera (Grape)										69,868	141,231	60,762	124,704	105,181	119,284	188,064	98,157	182,978	394,980	554,336	330,249	283,742	272,682	158,685	534,928	381,488	326,432	172,232	135,578	186,406	179,313	135,323	151,103	356,161	148,236	142,041
unknown				putative di-hexose derivative	487.6453468				2.383926069	NEWT:29760	Vitis vinifera (Grape)										253,677	545,663	1,048,856	361,570	331,414	93,339	693,660	659,293	818,112	442,518	1,174,307	215,319	126,347	224,777	118,619	895,624	922,571	713,045	873,814	605,559	924,192	384,992	412,927	318,301	378,579	295,889	741,506
CHEBI:17992	C12H22O11	OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1	di-hexose (sucrose)	341.7258938				2.52103908	NEWT:29760	Vitis vinifera (Grape)										1,408,109	413,405	458,124	1,371,232	841,370	324,480	545,949	1,142,483	786,085	114,679	90,365	91,174	183,958	67,204	122,925	53,630	151,704	1,084,028	702,705	845,544	1,077,413	2,131,425	2,247,412	1,332,312	1,115,492	1,419,275	887,359
CHEBI:18133	C6H12O6			hexose	179.5236958				2.399425637	NEWT:29760	Vitis vinifera (Grape)										202,476	171,089	177,519	230,168	204,093	197,527	214,454	186,498	231,938	353,893	226,062	221,934	181,611	166,903	165,816	142,082	150,548	181,020	238,293	243,656	138,963	174,696	230,373	252,093	233,656	212,068	235,897
CHEBI:76155	C20H22O8	OC[C@H]1O[C@@H](Oc2cc(O)cc(C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C20H22O8/c21-10-16-17(24)18(25)19(26)20(28-16)27-15-8-12(7-14(23)9-15)2-1-11-3-5-13(22)6-4-11/h1-9,16-26H,10H2/b2-1-/t16-,17-,18+,19-,20-/m1/s1	cis-piceid dimer	455.1180721				19.71845306	NEWT:29760	Vitis vinifera (Grape)										15,512	6,296	3,621	99,227	17,050	7,920	45,917	19,804	32,603	32,451	11,864	13,483	11,848	17,797	15,050	28,839	27,112	93,871	142,620	68,854	68,454	147,750	152,565	61,881	98,992	164,486	99,541
CHEBI:76155	C20H22O8	OC[C@H]1O[C@@H](Oc2cc(O)cc(C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C20H22O8/c21-10-16-17(24)18(25)19(26)20(28-16)27-15-8-12(7-14(23)9-15)2-1-11-3-5-13(22)6-4-11/h1-9,16-26H,10H2/b2-1-/t16-,17-,18+,19-,20-/m1/s1	cis-resveratrol-O-glucoside (cis-piceide)	389.6490864				18.21287235	NEWT:29760	Vitis vinifera (Grape)										155,597	98,377	48,713	24,820	59,000	108,009	67,537	21,586	25,718	63,229	60,485	61,819	103,795	112,693	103,645	86,367	86,519	200,627	557,530	326,428	381,279	240,136	230,892	88,617	105,933	240,013	172,836
CHEBI:76141|CHEBI:76147|CHEBI:76148|CHEBI:76149	C28H22O6			D-viniferin	453.9136314				41.25444196	NEWT:29760	Vitis vinifera (Grape)										47,282	36,890	19,659	64,200	39,304	10,190	18,133	35,866	30,601	10,461	11,528	13,320	20,645	15,192	23,110	10,981	10,512	30,467	173,185	272,572	185,441	139,002	135,886	86,202	29,246	78,631	36,310
unknown	C28H24O7			oxidised resveratrol dimer	471.5481289				12.44932606	NEWT:29760	Vitis vinifera (Grape)										335,469	295,576	163,436	251,163	250,225	297,951	597,837	193,055	375,978	80,042	57,515	61,511	307,591	94,837	78,211	117,668	108,375	213,844	252,195	205,541	276,014	353,299	366,615	307,679	191,783	303,458	298,576
CHEBI:76157	C20H22O9	OC[C@H]1O[C@@H](Oc2cc(O)cc(C=C/c3ccc(O)c(O)c3)c2)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C20H22O9/c21-9-16-17(25)18(26)19(27)20(29-16)28-13-6-11(5-12(22)8-13)2-1-10-3-4-14(23)15(24)7-10/h1-8,16-27H,9H2/b2-1-/t16-,17-,18+,19-,20-/m1/s1	putative cis-astringin	405.8907369				14.49005373	NEWT:29760	Vitis vinifera (Grape)										58,076	24,825	71,874	109,946	17,215	6,544	50,839	117,675	36,145	2,439	11,424	8,686	8,392	12,461	24,770	13,708	22,714	11,741	33,264	29,030	19,572	103,986	99,186	39,684	6,639	19,257	11,755
CHEBI:76191|CHEBI:76173|CHEBI:76192	C28H22O6	Oc1ccc(cc1)[C@H]1Oc2cc(O)cc3C[C@@H](c4ccc(O)cc4)c4c(O)cc(O)cc4[C@H]1c23|Oc1ccc(cc1)[C@H]1[C@H]2[C@H]([C@@H](c3c2cc(O)cc3O)c2ccc(O)cc2)c2cc(O)cc(O)c12|Oc1ccc(C=C2/[C@H]([C@@H](c3c2cc(O)cc3O)c2ccc(O)cc2)c2cc(O)cc(O)c2)cc1	InChI=1S/C28H22O6/c29-17-5-1-14(2-6-17)21-10-16-9-19(31)13-24-25(16)27(22-11-20(32)12-23(33)26(21)22)28(34-24)15-3-7-18(30)8-4-15/h1-9,11-13,21,27-33H,10H2/t21-,27-,28+/m0/s1|InChI=1S/C28H22O6/c29-15-5-1-13(2-6-15)23-25-19(9-17(31)11-21(25)33)28-24(14-3-7-16(30)8-4-14)26-20(27(23)28)10-18(32)12-22(26)34/h1-12,23-24,27-34H/t23-,24-,27+,28+/m1/s1|InChI=1S/C28H22O6/c29-18-5-1-15(2-6-18)9-23-24-13-22(33)14-25(34)28(24)27(16-3-7-19(30)8-4-16)26(23)17-10-20(31)12-21(32)11-17/h1-14,26-27,29-34H/b23-9-/t26-,27+/m1/s1	putative resveratrol dimer	452.3048217				18.12872722	NEWT:29760	Vitis vinifera (Grape)										9,757	2,095	729	38,453	14,540	32,665	29,435	9,445	15,259	50,961	47,232	38,915	55,114	54,901	61,432	104,698	59,076	103,550	74,517	73,305	64,086	51,586	68,446	22,379	92,908	103,665	41,515
CHEBI:10556|CHEBI:76137|CHEBI:76139|CHEBI:76140|CHEBI:76141|CHEBI:76142|CHEBI:76143|CHEBI:76145|CHEBI:76146|CHEBI:76147|CHEBI:76173|CHEBI:76191|CHEBI:76192	C28H22O6			putative resveratrol dimer or viniferin	453.6686601				25.67605638	NEWT:29760	Vitis vinifera (Grape)										12,449	38,473	19,523	200,349	156,934	30,739	34,656	40,580	54,468	12,159	12,138	24,945	29,778	13,445	12,819	9,509	9,101	16,330	72,984	351,953	119,323	193,405	214,182	198,728	29,492	104,402	102,469
unknown				putative resveratrol dimer-hexoside	521.4227383				15.16034966	NEWT:29760	Vitis vinifera (Grape)										82,756	9,654	12,293	123,242	48,859	73,208	20,340	19,125	31,217	146,162	149,278	214,802	106,941	144,147	160,819	25,781	56,788	188,368	456,347	510,908	190,735	246,951	212,384	250,639	182,510	280,473	189,735
unknown				putative resveratrol tetramer	905.3299861				30.77888472	NEWT:29760	Vitis vinifera (Grape)										25,178	45,459	8,411	52,072	94,180	89,043	11,633	19,175	21,874	13,446	3,485	3,328	84,230	31,629	33,310	3,569	4,475	20,204	343,068	792,089	287,182	172,755	156,952	174,028	19,166	242,301	81,387
unknown				putative resveratrol tetramer	905.3073343				36.47490889	NEWT:29760	Vitis vinifera (Grape)										121,773	7,976	4,037	13,809	25,476	16,079	4,460	9,279	9,492	3,560	2,265	1,164	15,440	5,747	10,013	897	2,052	6,786	51,386	145,684	64,678	76,244	55,695	72,295	5,713	43,708	16,105
unknown				putative resveratrol trimer	679.2717437				34.38811477	NEWT:29760	Vitis vinifera (Grape)										11,462	15,111	4,384	36,369	64,096	31,941	9,800	16,556	24,652	3,627	3,102	1,739	34,169	14,662	14,428	3,481	4,013	18,166	37,600	186,087	72,539	85,918	94,937	98,673	13,595	98,539	29,225
unknown				putative resveratrol trimer	679.297481				40.57397664	NEWT:29760	Vitis vinifera (Grape)										32,400	16,521	3,734	58,776	22,341	20,420	4,774	5,173	14,000	8,697	4,251	6,687	11,680	9,941	12,956	5,339	4,238	11,441	91,793	143,026	52,408	27,195	21,595	18,336	5,501	37,838	21,776
unknown				putative resveratrol trimer	679.3643773				42.62761597	NEWT:29760	Vitis vinifera (Grape)										13,882	21,891	7,496	46,592	8,982	5,821	9,213	2,197	13,562	16,061	7,740	2,914	5,863	9,714	20,410	8,860	9,304	8,913	171,899	295,938	117,869	28,070	37,856	51,610	10,727	41,283	11,577
CHEBI:76191|CHEBI:76173|CHEBI:76192	C28H22O6	Oc1ccc(cc1)[C@H]1Oc2cc(O)cc3C[C@@H](c4ccc(O)cc4)c4c(O)cc(O)cc4[C@H]1c23|Oc1ccc(cc1)[C@H]1[C@H]2[C@H]([C@@H](c3c2cc(O)cc3O)c2ccc(O)cc2)c2cc(O)cc(O)c12|Oc1ccc(C=C2/[C@H]([C@@H](c3c2cc(O)cc3O)c2ccc(O)cc2)c2cc(O)cc(O)c2)cc1	InChI=1S/C28H22O6/c29-17-5-1-14(2-6-17)21-10-16-9-19(31)13-24-25(16)27(22-11-20(32)12-23(33)26(21)22)28(34-24)15-3-7-18(30)8-4-15/h1-9,11-13,21,27-33H,10H2/t21-,27-,28+/m0/s1|InChI=1S/C28H22O6/c29-15-5-1-13(2-6-15)23-25-19(9-17(31)11-21(25)33)28-24(14-3-7-16(30)8-4-14)26-20(27(23)28)10-18(32)12-22(26)34/h1-12,23-24,27-34H/t23-,24-,27+,28+/m1/s1|InChI=1S/C28H22O6/c29-18-5-1-15(2-6-18)9-23-24-13-22(33)14-25(34)28(24)27(16-3-7-19(30)8-4-16)26(23)17-10-20(31)12-21(32)11-17/h1-14,26-27,29-34H/b23-9-/t26-,27+/m1/s1	resveratrol dimer	453.7674246				22.3387246	NEWT:29760	Vitis vinifera (Grape)										158,003	164,692	179,689	170,970	100,562	73,730	200,239	126,697	125,008	14,254	9,033	26,653	53,167	22,565	8,780	24,557	13,370	57,261	95,959	42,184	108,934	51,996	36,376	60,172	51,411	95,115	99,038
CHEBI:76191|CHEBI:76173|CHEBI:76192	C28H22O6	Oc1ccc(cc1)[C@H]1Oc2cc(O)cc3C[C@@H](c4ccc(O)cc4)c4c(O)cc(O)cc4[C@H]1c23|Oc1ccc(cc1)[C@H]1[C@H]2[C@H]([C@@H](c3c2cc(O)cc3O)c2ccc(O)cc2)c2cc(O)cc(O)c12|Oc1ccc(C=C2/[C@H]([C@@H](c3c2cc(O)cc3O)c2ccc(O)cc2)c2cc(O)cc(O)c2)cc1	InChI=1S/C28H22O6/c29-17-5-1-14(2-6-17)21-10-16-9-19(31)13-24-25(16)27(22-11-20(32)12-23(33)26(21)22)28(34-24)15-3-7-18(30)8-4-15/h1-9,11-13,21,27-33H,10H2/t21-,27-,28+/m0/s1|InChI=1S/C28H22O6/c29-15-5-1-13(2-6-15)23-25-19(9-17(31)11-21(25)33)28-24(14-3-7-16(30)8-4-14)26-20(27(23)28)10-18(32)12-22(26)34/h1-12,23-24,27-34H/t23-,24-,27+,28+/m1/s1|InChI=1S/C28H22O6/c29-18-5-1-15(2-6-18)9-23-24-13-22(33)14-25(34)28(24)27(16-3-7-19(30)8-4-16)26(23)17-10-20(31)12-21(32)11-17/h1-14,26-27,29-34H/b23-9-/t26-,27+/m1/s1	resveratrol trimer	679.3062372				39.01816372	NEWT:29760	Vitis vinifera (Grape)										29,773	39,215	2,505	34,850	11,748	6,994	4,950	8,277	12,829	16,778	3,908	3,856	12,221	11,965	7,606	5,339	5,370	12,023	292,302	358,760	178,822	40,216	39,620	53,961	9,881	66,987	41,007
